"ID","LongDec","LatDec","Date","Day","Month","Year","Point_Time","Location","Bird_Recording_Activity","Habitat_Code","Behaviour","Wedge_Tailed_Shearwater","Audubons_Shearwater","Flesh_footed_Shearwater","Red_Tailed_Tropicbird","White_tailed_Tropicbird","Masked_Bobby","Red_footed_Booby","Brown_Booby","Great_Frigatebird","Lesser_Frigatebird","Greater_Crested_Tern","Roseate_Tern","Common_Tern","Black_Naped_Tern","Little_Tern","Bridled_Tern","Sooty_Tern","White_Tern","Brown_Noddy","Lesser_Noddy","Wilsons_Storm_Petrel","Matsudairas_Storm_Petrel","White_faced_Storm_Petrel","Tahiti_Petrel","Bulwers_Petrel","Jouanins_Petrel","Charadrius_leschenaultii","Stercoriidae.sp","Unidentified_birds","Bath","Slope","Chl_Climonth","Chl_month","Chl_Week","PAR_Climonth","PAR_month","PAR_Week","SST_Climonth","SST_month","SST_Week","NPP_Climonth","NPP_month","NPP_Week","SLA_Climonth","SLA_month","SLA_Week","Dist_Coast","Dist_Atoll","Dist_Island","Dist_Group","Rat_Group","Dist_Coast_R","Atoll_R","Island_R","Dist_Coast_NR","Atoll_NR","Island_NR"
1,72.1081666667,-7.1404166667,"21-Nov-12",21,11,2012,"8.15","Sandes_Mount","Transect","M","Foraging",2,NA,NA,NA,NA,NA,5,NA,1,NA,1,NA,NA,NA,NA,NA,2,2,16,2,2,3,NA,1,2,NA,NA,NA,2,-442,28.1364898682,0.1201367751,0.0593019985,0.0593019985,47.7759991582,49.6572303772,51.9959182739,28.8599993549,29.8699993324,29.8699993324,1332.1497662082,744.2974526308,774.653724106,0.1132906061,0.20435,0.20305,32.0574519811687,"Diego_Garcia","Noth_West","Diego_North",0,32.0574519811687,"Diego_Garcia","Noth_West",34.6143808130274,"Diego_Garcia","Middle_Islad"
2,72.1905666667,-7.1549666667,"24-Nov-12",24,11,2012,"9.3","Sandes_Mount","PointCount","M","Feeding",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27,NA,15,12,NA,NA,1,NA,NA,NA,NA,-672,5.9906315804,0.1148928553,0.0532119982,0.0605733256,47.2659991339,50.8100013733,47.1497001648,28.9399993531,29.8999993317,28.6949993586,1271.1104338275,695.9625562867,809.6081477774,0.1132906061,0.20435,0.15855,23.4035113112598,"Diego_Garcia","Noth_West","Diego_North",0,23.4035113112598,"Diego_Garcia","Noth_West",25.4567393909604,"Diego_Garcia","Middle_Islad"
3,72.1209833333,-7.1490166667,"24-Nov-12",24,11,2012,"14.3","Sandes_Mount","Aggregate","M","Feeding",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90,4.4862742424,0.1201367751,0.0593019985,0.0604962366,47.7759991582,49.6572303772,50.8486633301,28.8599993549,29.8699993324,28.6949993586,1332.1497662082,744.2974526308,864.0473175708,0.1132906061,0.20435,0.15855,30.3619432247135,"Diego_Garcia","Noth_West","Diego_North",0,30.3619432247135,"Diego_Garcia","Noth_West",32.9902907062698,"Diego_Garcia","Middle_Islad"
4,72.06295,-7.13,"24-Nov-12",24,11,2012,"15.15","Sandes_Mount","Transect","M","Foraging",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,-766,11.5005884171,0.1184250787,0.0585229993,0.0605913292,47.8399991612,48.9924201965,49.3438949585,28.9249993535,29.7599993348,28.3849993655,1315.9421728931,737.5091795016,862.6454446213,0.1132906061,0.20435,0.15855,37.0419559987516,"Diego_Garcia","Noth_West","Diego_North",0,37.0419559987516,"Diego_Garcia","Noth_West",39.7293354486623,"Diego_Garcia","Middle_Islad"
5,71.8975166667,-7.1663333333,"24-Nov-12",24,11,2012,"17","Sandes_Mount","Transect","M","Foraging",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,-773,0.70401752,0.1236643046,0.0593019985,0.0603420004,47.8159991601,48.7507896423,51.606464386,29.0149993515,29.8649993325,28.1199993715,1356.4810660294,732.8606850043,911.1262395666,0.1112439394,0.20353,0.15965,53.0455844725723,"Diego_Garcia","Noth_West","Diego_North",0,53.0455844725723,"Diego_Garcia","Noth_West",56.8589231848555,"Diego_Garcia","Middle_Islad"
6,71.8426,-7.148,"24-Nov-12",24,11,2012,"18","Sandes_Mount","Transect","M","Foraging",1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,-736,1.7058918476,0.1233649552,0.0593019985,0.061567001,47.4539991429,48.2068748474,50.1737556458,29.07999935,29.7649993347,29.1149993492,1341.8915603439,734.1055835152,834.1859571061,0.1112439394,0.20353,0.15965,59.4126089681773,"Diego_Garcia","Noth_West","Diego_North",0,59.4126089681773,"Diego_Garcia","Noth_West",63.1370812896113,"Diego_Garcia","Middle_Islad"
7,71.7265333333,-7.20065,"24-Nov-12",24,11,2012,"19","Sandes_Mount","Transect","M","Foraging",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-981,5.7928142548,0.1376637071,0.0577809997,0.0577809997,47.5539991476,47.2545967102,45.8189926147,28.9749993524,29.5199993402,29.3449993441,1471.4376635455,726.9802655061,720.6857695136,0.1094915152,0.2031333333,0.161175,68.6901811556297,"Egmont_Islands","Ile_Sudest","Egmont",1,68.6901811556297,"Egmont_Islands","Ile_Sudest",75.3627792075744,"Diego_Garcia","Middle_Islad"
8,70.9472666667,-7.3583,"25-Nov-12",25,11,2012,"7.15","Ganges_Bank","Transect","B","Foraging",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-814,39.601348877,0.1326558292,0.1035540029,0.0615743337,47.8759991629,45.2085647583,35.3284378052,28.944999353,29.6499993373,29.1672215703,1438.5119119042,1089.1682633183,608.0353994097,0.0981206061,0.1864466667,0.15975,87.755548246132,"Egmont_Islands","Ile_Lubine","Egmont",1,87.755548246132,"Egmont_Islands","Ile_Lubine",112.607736766293,"Great_Chagos_Bank","Danger_Island"
9,70.95755,-7.3643166667,"25-Nov-12",25,11,2012,"8.15","Ganges_Bank","Transect","B","Foraging",6,NA,NA,NA,NA,NA,13,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-214,30.063243866,0.1326558292,0.1035540029,0.0615743337,47.8759991629,45.2085647583,35.3284378052,28.944999353,29.6499993373,29.1672215703,1438.5119119042,1089.1682633183,608.0353994097,0.0981206061,0.1864466667,0.15975,87.8030611098064,"Egmont_Islands","Ile_Lubine","Egmont",1,87.8030611098064,"Egmont_Islands","Ile_Lubine",112.930411636643,"Great_Chagos_Bank","Danger_Island"
10,70.9867666667,-7.3736,"25-Nov-12",25,11,2012,"9.15","Ganges_Bank","Transect","B","Foraging",4,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154,13.4895486832,0.1323788315,0.1060059965,0.0651479982,47.9439991661,43.8796806335,33.8686676025,28.9749993524,29.6299993377,28.5883326943,1436.6547767676,1082.4921433447,637.3644072118,0.0981206061,0.1864466667,0.15975,87.2630057136087,"Egmont_Islands","Ile_Lubine","Egmont",1,87.2630057136087,"Egmont_Islands","Ile_Lubine",113.08345660982,"Great_Chagos_Bank","Danger_Island"
11,70.9867666667,-7.3736,"25-Nov-12",25,11,2012,"9.35","Ganges_Bank","Aggregate","B","Feeding",5,1,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154,13.4895486832,0.1323788315,0.1060059965,0.0651479982,47.9439991661,43.8796806335,33.8686676025,28.9749993524,29.6299993377,28.5883326943,1436.6547767676,1082.4921433447,637.3644072118,0.0981206061,0.1864466667,0.15975,87.2630057136087,"Egmont_Islands","Ile_Lubine","Egmont",1,87.2630057136087,"Egmont_Islands","Ile_Lubine",113.08345660982,"Great_Chagos_Bank","Danger_Island"
12,70.9980666667,-7.3793166667,"25-Nov-12",25,11,2012,"10.45","Ganges_Bank","Transect","B","Foraging",2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-263,25.2702388763,0.1323788315,0.1060059965,0.0651479982,47.9439991661,43.8796806335,33.8686676025,28.9749993524,29.6299993377,28.5883326943,1436.6547767676,1082.4921433447,637.3644072118,0.0981206061,0.1864466667,0.15975,87.3029658329351,"Egmont_Islands","Ile_Lubine","Egmont",1,87.3029658329351,"Egmont_Islands","Ile_Lubine",113.39961841392,"Great_Chagos_Bank","Danger_Island"
13,71.0586666667,-7.2144666667,"25-Nov-12",25,11,2012,"12.3","Transit","Transect","D","Foraging",6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,1,NA,NA,-11,3.0948758125,0.1282842606,0.0821240023,0.0740810037,47.625999151,49.1369094849,40.1082496643,28.9399993531,29.7749993345,29.5149993403,1394.7827370602,962.8757152296,757.8146480872,0.1061751515,0.20112,0.1643875,67.8779928017829,"Egmont_Islands","Ile_Lubine","Egmont",1,67.8779928017829,"Egmont_Islands","Ile_Lubine",94.0305206301496,"Great_Chagos_Bank","Danger_Island"
14,71.1464833333,-7.0832833333,"25-Nov-12",25,11,2012,"13.3","Transit","Transect","D","Foraging",13,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120,0.6067010164,0.2039545923,0.1098190024,0.0776769966,48.0159991696,48.357711792,46.1748161316,28.8699993547,29.6299993377,29.2249993468,2040.5059156079,1213.6590790572,909.9540677931,0.1061751515,0.20112,0.1643875,50.5509795686417,"Egmont_Islands","Ile_Lubine","Egmont",1,50.5509795686417,"Egmont_Islands","Ile_Lubine",77.9721552081978,"Great_Chagos_Bank","Danger_Island"
15,71.1661166667,-7.0577333333,"25-Nov-12",25,11,2012,"13.45","Transit","Aggregate","D","Feeding",7,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,0.9862529635,0.2285800427,0.1220209971,0.0747909993,47.5559991477,47.3946456909,46.1372871399,28.854999355,29.5849993387,28.7449993575,2220.3740565936,1303.081976857,913.9293747806,0.1061751515,0.20112,0.1643875,47.0836476843666,"Egmont_Islands","Ile_Lubine","Egmont",1,47.0836476843666,"Egmont_Islands","Ile_Lubine",74.8898975874854,"Great_Chagos_Bank","Danger_Island"
16,71.1661166667,-6.9735666667,"25-Nov-12",25,11,2012,"15","Pitt_Bank","Transect","B","Foraging",4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36,0.3706676662,0.207866624,0.1325570047,0.072576666,47.477999144,47.0556106567,44.1029014587,28.9049993539,29.7849993343,28.6869993588,2051.4515902731,1376.3747373148,863.3055740584,0.1106051515,0.2109133333,0.1677375,38.623178693601,"Egmont_Islands","Ile_Lubine","Egmont",1,38.623178693601,"Egmont_Islands","Ile_Lubine",65.5915967290564,"Great_Chagos_Bank","Danger_Island"
17,71.3254666667,-6.8249666667,"25-Nov-12",25,11,2012,"15.45","Transit","Transect","D","Foraging",1,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1036,9.1144208908,0.1564851403,0.0742499977,0.1064160019,47.4519991428,48.8316841125,50.8596534729,29.0199993514,29.2349993465,28.989999352,1625.7852555003,923.4137105042,1274.4631272802,0.1115148485,0.2119533333,0.1659625,16.7072172794356,"Egmont_Islands","Ile_Sudest","Egmont",1,16.7072172794356,"Egmont_Islands","Ile_Sudest",49.4739738584376,"Great_Chagos_Bank","Danger_Island"
18,71.4165166667,-6.7068,"25-Nov-12",25,11,2012,"16.3","Transit","Aggregate","D","Feeding",2,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,0.6417313218,0.1783844382,0.0593019985,0.1039210036,46.2539990859,48.7670288086,50.002620697,28.9999993518,29.3899993431,28.944999353,1768.367395975,771.9334039352,1235.5267282051,0.1136066667,0.2209766667,0.1716625,4.39409819357904,"Egmont_Islands","Ile_Sudest","Egmont",1,4.39409819357904,"Egmont_Islands","Ile_Sudest",40.4471413655034,"Great_Chagos_Bank","Danger_Island"
19,71.4512833333,-6.61005,"25-Nov-12",25,11,2012,"17.3","Transit","Transect","D","Foraging",5,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151,6.1440405846,0.1992918402,0.1013050005,0.1039210036,47.4299991417,49.0070724487,47.6898765564,29.0449993508,29.8049993338,28.9276660201,1977.9774695052,1137.9545174163,1186.3901067719,0.1136066667,0.2209766667,0.1716625,11.3401835880965,"Egmont_Islands","Ile_Sudest","Egmont",1,11.3401835880965,"Egmont_Islands","Ile_Sudest",33.9788877646021,"Great_Chagos_Bank","Danger_Island"
20,72.2736833333,-5.0646666667,"26-Nov-12",26,11,2012,"7.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,-5,0.3078227341,0.2922788858,0.0593019985,0.0816999972,44.1739989871,40.3725738525,46.5298118591,28.8499993552,29.52999934,28.2799993679,2543.086649848,643.9348188114,1005.0943396508,0.1483827273,0.2636766667,0.1858625,26.5321387012032,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,26.5321387012032,"Salomon_Islands","Ile_de_la_Passe",27.4015188676901,"Salomon_Islands","Ile_Mapou"
21,72.2900166667,-5.0647333333,"26-Nov-12",26,11,2012,"8.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,0.3483662903,0.2737573385,0.0593019985,0.0816999972,43.9599989769,41.1931648254,49.9723014832,28.899999354,29.4749993412,28.6949993586,2400.8786850898,659.3760459952,1046.5315281904,0.1483827273,0.2636766667,0.1858625,26.7373669856708,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,26.7373669856708,"Salomon_Islands","Ile_de_la_Passe",27.5210286690484,"Salomon_Islands","Ile_Mapou"
22,72.3216333333,-5.04645,"26-Nov-12",26,11,2012,"9.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,0.2988113463,0.2495078743,0.0593019985,0.0795251234,44.5199990035,42.0226821899,47.6950035095,28.9099993538,29.2949993452,29.3549993439,2250.4853805692,683.481527815,944.1178473283,0.1483827273,0.2636766667,0.1858625,29.4456684918718,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,29.4456684918718,"Salomon_Islands","Ile_de_la_Passe",30.0828208881431,"Salomon_Islands","Ile_Mapou"
23,72.3407666667,-5.0050666667,"26-Nov-12",26,11,2012,"10.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,0.3441562951,0.2618684769,0.1074210033,0.0812612493,44.697999012,42.9086074829,51.6844215393,28.8449993553,29.4799993411,29.3799993433,2349.309126201,1081.0352082234,1027.5860158717,0.1499754545,0.27334,0.1861875,34.448827013912,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,34.448827013912,"Salomon_Islands","Ile_de_la_Passe",35.0461942889106,"Salomon_Islands","Ile_Mapou"
24,72.3098,-5.0675666667,"26-Nov-12",26,11,2012,"11.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0.5588617921,0.2737573385,0.0593019985,0.0816999972,43.9599989769,41.1931648254,49.9723014832,28.899999354,29.4749993412,28.6949993586,2400.8786850898,659.3760459952,1046.5315281904,0.1483827273,0.2636766667,0.1858625,26.8479130976553,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,26.8479130976553,"Salomon_Islands","Ile_de_la_Passe",27.5220151494724,"Salomon_Islands","Ile_Mapou"
25,72.2387333333,-5.0613666667,"26-Nov-12",26,11,2012,"12.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0.8974497914,0.2027183622,0.0593019985,0.0902970023,44.445999,42.466835022,51.3385696411,28.9499993529,29.5499993395,28.454999364,1895.908409236,672.1660464404,1164.8798536262,0.1483827273,0.2636766667,0.1858625,26.8562521412376,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,26.8562521412376,"Salomon_Islands","Ile_de_la_Passe",27.8954783126094,"Salomon_Islands","Ile_Mapou"
26,72.2419166667,-5.0063333333,"26-Nov-12",26,11,2012,"13.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-2,0.3160016239,0.2070665956,0.0593019985,0.0757509992,44.4299989992,39.5505447388,49.1839332581,28.9399993531,29.3099993449,28.3749993658,1928.5763813069,646.5528240444,997.0498239485,0.1499754545,0.27334,0.1861875,32.9523008131163,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,32.9523008131163,"Salomon_Islands","Ile_de_la_Passe",33.9626178011751,"Salomon_Islands","Ile_Mapou"
27,72.277,-5.0512333333,"26-Nov-12",26,11,2012,"14.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,0.5402941704,0.2922788858,0.0593019985,0.0816999972,44.1739989871,40.3725738525,46.5298118591,28.8499993552,29.52999934,28.2799993679,2543.086649848,643.9348188114,1005.0943396508,0.1483827273,0.2636766667,0.1858625,28.0528607845578,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,28.0528607845578,"Salomon_Islands","Ile_de_la_Passe",28.9099947740727,"Salomon_Islands","Ile_Mapou"
28,72.2713333333,-5.058,"26-Nov-12",26,11,2012,"15.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,0.2863553464,0.2922788858,0.0593019985,0.0816999972,44.1739989871,40.3725738525,46.5298118591,28.8499993552,29.52999934,28.2799993679,2543.086649848,643.9348188114,1005.0943396508,0.1483827273,0.2636766667,0.1858625,27.2511044381934,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,27.2511044381934,"Salomon_Islands","Ile_de_la_Passe",28.1342796046892,"Salomon_Islands","Ile_Mapou"
29,72.2552166667,-5.09005,"26-Nov-12",26,11,2012,"16.35","Speaker's_Bank","Aggregate","B","Feeding",NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28,2.8368294239,0.1745731682,0.0698309988,0.0831534993,44.5559990052,43.2187080383,50.93176651,29.0499993507,29.3799993433,28.2799993679,1679.9729340951,783.2473080289,1100.9312837607,0.1483827273,0.2636766667,0.1858625,23.616071204256,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,23.616071204256,"Salomon_Islands","Ile_de_la_Passe",24.5805156466301,"Salomon_Islands","Ile_Mapou"
30,72.2606833333,-5.0304,"26-Nov-12",26,11,2012,"18","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,0.3339448273,0.215534389,0.126433,0.0822354996,44.7059990123,41.9147148132,47.8699913025,28.854999355,29.2899993453,29.4649993414,2004.6158455519,1217.3871692839,964.2476021874,0.1499754545,0.27334,0.1861875,30.2602212586543,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,30.2602212586543,"Salomon_Islands","Ile_de_la_Passe",31.1966327601381,"Salomon_Islands","Ile_Mapou"
31,72.2606166667,-5.1218833333,"27-Nov-12",27,11,2012,"7.3","Speaker's_Bank","PointCount","B","Feeding",1,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-238,6.7050919533,0.1745731682,0.0698309988,0.0831534993,44.5559990052,43.2187080383,50.93176651,29.0499993507,29.3799993433,28.2799993679,1679.9729340951,783.2473080289,1100.9312837607,0.1483827273,0.2636766667,0.1858625,20.0897364572244,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,20.0897364572244,"Salomon_Islands","Ile_de_la_Passe",21.0227860292959,"Salomon_Islands","Ile_Mapou"
32,72.2715666667,-5.12165,"27-Nov-12",27,11,2012,"9.45","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-254,6.9964785576,0.1745731682,0.0698309988,0.0831534993,44.5559990052,43.2187080383,50.93176651,29.0499993507,29.3799993433,28.2799993679,1679.9729340951,783.2473080289,1100.9312837607,0.1483827273,0.2636766667,0.1858625,20.1989431002443,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,20.1989431002443,"Salomon_Islands","Ile_de_la_Passe",21.0591369974902,"Salomon_Islands","Ile_Mapou"
33,72.2594333333,-5.1182,"27-Nov-12",27,11,2012,"11.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-238,6.7050919533,0.1745731682,0.0698309988,0.0831534993,44.5559990052,43.2187080383,50.93176651,29.0499993507,29.3799993433,28.2799993679,1679.9729340951,783.2473080289,1100.9312837607,0.1483827273,0.2636766667,0.1858625,20.494566477298,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,20.494566477298,"Salomon_Islands","Ile_de_la_Passe",21.4353921120222,"Salomon_Islands","Ile_Mapou"
34,72.2436833333,-5.1164,"27-Nov-12",27,11,2012,"12.45","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160,5.6170105934,0.1620507687,0.0593019985,0.0887248009,44.8799990206,43.7490921021,51.0393829346,29.0649993503,29.484999341,28.454999364,1591.0204355114,694.8530713829,1144.5785527399,0.1483827273,0.2636766667,0.1858625,20.7137074651995,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,20.7137074651995,"Salomon_Islands","Ile_de_la_Passe",21.7504705601705,"Salomon_Islands","Ile_Mapou"
35,72.22835,-5.0984166667,"27-Nov-12",27,11,2012,"14.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75,2.901545763,0.1620507687,0.0593019985,0.0887248009,44.8799990206,43.7490921021,51.0393829346,29.0649993503,29.484999341,28.454999364,1591.0204355114,694.8530713829,1144.5785527399,0.1419839394,0.2607166667,0.18215,22.8565330476559,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,22.8565330476559,"Salomon_Islands","Ile_de_la_Passe",23.9647583269824,"Salomon_Islands","Ile_Mapou"
36,72.2575666667,-5.0431666667,"27-Nov-12",27,11,2012,"15.45","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,0.1491004527,0.215534389,0.126433,0.0822354996,44.7059990123,41.9147148132,47.8699913025,28.854999355,29.2899993453,29.4649993414,2004.6158455519,1217.3871692839,964.2476021874,0.1483827273,0.2636766667,0.1858625,28.8334026011549,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,28.8334026011549,"Salomon_Islands","Ile_de_la_Passe",29.7836301627266,"Salomon_Islands","Ile_Mapou"
37,72.2595,-5.02975,"27-Nov-12",27,11,2012,"17.15","Speaker's_Bank","Transect","B","Foraging",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,0.3339448273,0.215534389,0.126433,0.0822354996,44.7059990123,41.9147148132,47.8699913025,28.854999355,29.2899993453,29.4649993414,2004.6158455519,1217.3871692839,964.2476021874,0.1499754545,0.27334,0.1861875,30.3293850704062,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,30.3293850704062,"Salomon_Islands","Ile_de_la_Passe",31.2709524405941,"Salomon_Islands","Ile_Mapou"
38,72.2,-5.0333333333,"28-Nov-12",28,11,2012,"8","Speaker's_Bank","Aggregate","B","Feeding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137,10.8164682388,0.1599939466,0.0593019985,0.0889369994,44.7039990122,41.4061126709,51.4949111938,28.9849993521,28.9999993518,29.2549993461,1571.652160072,693.4845612429,1106.8560768089,0.1438484848,0.2724266667,0.18295,30.5070944938653,"Salomon_Islands","Ile_de_la_Passe","E_Salomon",0,30.5070944938653,"Salomon_Islands","Ile_de_la_Passe",31.6827148199486,"Salomon_Islands","Ile_Mapou"
